nohup: ignoring input
1
      From worker 2:	Running on 1 Julia thread(s) [BLAS threads: 1]
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2440/5000 took 55.42s | ETA 15:53:03 | ∑L 0.027795125 | Lₜᵣ 0.027441189 | Lᵣ 0.0003539363 | Dₛₜₛₚ (GMM) 1.178 | Dₕ 0.357 | PE(20) 1.1452942 | α 0.876 | cond(B) 12.076 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2445/5000 took 55.5s | ETA 15:49:07 | ∑L 0.024348222 | Lₜᵣ 0.023994373 | Lᵣ 0.0003538485 | Dₛₜₛₚ (GMM) 1.18 | Dₕ 0.367 | PE(20) 1.144653 | α 0.876 | cond(B) 11.959 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2450/5000 took 56.94s | ETA 15:55:56 | ∑L 0.027273929 | Lₜᵣ 0.026919922 | Lᵣ 0.00035400628 | Dₛₜₛₚ (GMM) 1.446 | Dₕ 0.366 | PE(20) 1.122712 | α 0.876 | cond(B) 11.978 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2455/5000 took 57.62s | ETA 15:56:46 | ∑L 0.027320946 | Lₜᵣ 0.02696625 | Lᵣ 0.00035469586 | Dₛₜₛₚ (GMM) 1.305 | Dₕ 0.36 | PE(20) 1.1250687 | α 0.876 | cond(B) 12.226 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2460/5000 took 56.76s | ETA 15:45:32 | ∑L 0.026563559 | Lₜᵣ 0.026208717 | Lᵣ 0.0003548408 | Dₛₜₛₚ (GMM) 0.98 | Dₕ 0.34 | PE(20) 1.1231842 | α 0.876 | cond(B) 12.216 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2465/5000 took 55.45s | ETA 15:31:21 | ∑L 0.02819812 | Lₜᵣ 0.027843118 | Lᵣ 0.00035500183 | Dₛₜₛₚ (GMM) 1.178 | Dₕ 0.378 | PE(20) 1.1372939 | α 0.876 | cond(B) 12.21 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2470/5000 took 55.53s | ETA 15:28:48 | ∑L 0.024456123 | Lₜᵣ 0.02410096 | Lᵣ 0.00035516432 | Dₛₜₛₚ (GMM) 1.048 | Dₕ 0.335 | PE(20) 1.1389927 | α 0.876 | cond(B) 12.21 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2475/5000 took 57.04s | ETA 15:36:59 | ∑L 0.026453117 | Lₜᵣ 0.02609779 | Lᵣ 0.00035532817 | Dₛₜₛₚ (GMM) 1.222 | Dₕ 0.353 | PE(20) 1.1243149 | α 0.876 | cond(B) 12.211 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2480/5000 took 57.78s | ETA 15:38:20 | ∑L 0.026662685 | Lₜᵣ 0.026307113 | Lᵣ 0.00035557128 | Dₛₜₛₚ (GMM) 1.335 | Dₕ 0.368 | PE(20) 1.128389 | α 0.876 | cond(B) 12.258 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2485/5000 took 55.74s | ETA 15:15:51 | ∑L 0.025990427 | Lₜᵣ 0.025634844 | Lᵣ 0.00035558178 | Dₛₜₛₚ (GMM) 1.384 | Dₕ 0.364 | PE(20) 1.139857 | α 0.876 | cond(B) 12.204 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2490/5000 took 55.9s | ETA 15:12:29 | ∑L 0.025752252 | Lₜᵣ 0.025396705 | Lᵣ 0.00035554642 | Dₛₜₛₚ (GMM) 1.14 | Dₕ 0.348 | PE(20) 1.1315011 | α 0.877 | cond(B) 12.142 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2495/5000 took 56.21s | ETA 15:11:18 | ∑L 0.025500456 | Lₜᵣ 0.025144614 | Lᵣ 0.00035584203 | Dₛₜₛₚ (GMM) 1.297 | Dₕ 0.347 | PE(20) 1.1285945 | α 0.877 | cond(B) 12.193 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2500/5000 took 57.91s | ETA 15:21:28 | ∑L 0.025633901 | Lₜᵣ 0.02527766 | Lᵣ 0.0003562427 | Dₛₜₛₚ (GMM) 1.18 | Dₕ 0.345 | PE(20) 1.1279051 | α 0.877 | cond(B) 12.293 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2505/5000 took 56.41s | ETA 15:05:06 | ∑L 0.025785388 | Lₜᵣ 0.025428832 | Lᵣ 0.00035655603 | Dₛₜₛₚ (GMM) 1.067 | Dₕ 0.355 | PE(20) 1.1279092 | α 0.877 | cond(B) 12.378 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2510/5000 took 55.84s | ETA 14:56:06 | ∑L 0.025507687 | Lₜᵣ 0.025151094 | Lᵣ 0.00035659136 | Dₛₜₛₚ (GMM) 1.17 | Dₕ 0.361 | PE(20) 1.1363558 | α 0.877 | cond(B) 12.325 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2515/5000 took 55.63s | ETA 14:50:11 | ∑L 0.025666451 | Lₜᵣ 0.025310282 | Lᵣ 0.00035616898 | Dₛₜₛₚ (GMM) 1.391 | Dₕ 0.341 | PE(20) 1.138846 | α 0.877 | cond(B) 12.071 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2520/5000 took 57.35s | ETA 14:59:23 | ∑L 0.025893051 | Lₜᵣ 0.02553644 | Lᵣ 0.00035661066 | Dₛₜₛₚ (GMM) 0.981 | Dₕ 0.34 | PE(20) 1.1419805 | α 0.877 | cond(B) 12.189 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2525/5000 took 58.06s | ETA 15:00:50 | ∑L 0.025876205 | Lₜᵣ 0.025519434 | Lᵣ 0.00035677163 | Dₛₜₛₚ (GMM) 1.105 | Dₕ 0.347 | PE(20) 1.1454926 | α 0.877 | cond(B) 12.188 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2530/5000 took 56.29s | ETA 14:42:45 | ∑L 0.02655092 | Lₜᵣ 0.026193976 | Lᵣ 0.0003569439 | Dₛₜₛₚ (GMM) 1.329 | Dₕ 0.355 | PE(20) 1.134708 | α 0.877 | cond(B) 12.189 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2535/5000 took 56.21s | ETA 14:38:33 | ∑L 0.026794132 | Lₜᵣ 0.026436578 | Lᵣ 0.00035755394 | Dₛₜₛₚ (GMM) 1.296 | Dₕ 0.344 | PE(20) 1.1418899 | α 0.878 | cond(B) 12.406 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2540/5000 took 57.1s | ETA 14:42:40 | ∑L 0.025987059 | Lₜᵣ 0.025629796 | Lᵣ 0.00035726314 | Dₛₜₛₚ (GMM) 1.24 | Dₕ 0.355 | PE(20) 1.1453853 | α 0.878 | cond(B) 12.223 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2545/5000 took 58.12s | ETA 14:47:17 | ∑L 0.026683467 | Lₜᵣ 0.026326237 | Lᵣ 0.00035722894 | Dₛₜₛₚ (GMM) 1.35 | Dₕ 0.384 | PE(20) 1.1532497 | α 0.878 | cond(B) 12.132 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2550/5000 took 56.54s | ETA 14:30:26 | ∑L 0.028485943 | Lₜᵣ 0.028128535 | Lᵣ 0.00035740898 | Dₛₜₛₚ (GMM) 1.255 | Dₕ 0.381 | PE(20) 1.1396232 | α 0.878 | cond(B) 12.149 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2555/5000 took 56.14s | ETA 14:23:10 | ∑L 0.026267912 | Lₜᵣ 0.025910107 | Lᵣ 0.0003578046 | Dₛₜₛₚ (GMM) 1.042 | Dₕ 0.352 | PE(20) 1.1335515 | α 0.878 | cond(B) 12.258 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2560/5000 took 56.98s | ETA 14:25:50 | ∑L 0.02529994 | Lₜᵣ 0.02494203 | Lᵣ 0.0003579106 | Dₛₜₛₚ (GMM) 1.271 | Dₕ 0.376 | PE(20) 1.1444553 | α 0.878 | cond(B) 12.247 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2565/5000 took 57.96s | ETA 14:29:17 | ∑L 0.025145754 | Lₜᵣ 0.02478799 | Lᵣ 0.0003577641 | Dₛₜₛₚ (GMM) 1.207 | Dₕ 0.343 | PE(20) 1.144984 | α 0.878 | cond(B) 12.117 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2570/5000 took 56.05s | ETA 14:09:18 | ∑L 0.027686154 | Lₜᵣ 0.027328122 | Lᵣ 0.00035803218 | Dₛₜₛₚ (GMM) 0.987 | Dₕ 0.359 | PE(20) 1.1375779 | α 0.878 | cond(B) 12.188 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2575/5000 took 55.86s | ETA 14:02:44 | ∑L 0.029546276 | Lₜᵣ 0.02918805 | Lᵣ 0.00035822554 | Dₛₜₛₚ (GMM) 1.024 | Dₕ 0.359 | PE(20) 1.1416903 | α 0.878 | cond(B) 12.204 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2580/5000 took 57.54s | ETA 14:11:04 | ∑L 0.025056051 | Lₜᵣ 0.024697121 | Lᵣ 0.0003589298 | Dₛₜₛₚ (GMM) 1.143 | Dₕ 0.365 | PE(20) 1.1390808 | α 0.878 | cond(B) 12.467 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2585/5000 took 56.43s | ETA 13:57:10 | ∑L 0.025847606 | Lₜᵣ 0.0254888 | Lᵣ 0.0003588062 | Dₛₜₛₚ (GMM) 1.193 | Dₕ 0.35 | PE(20) 1.133888 | α 0.878 | cond(B) 12.349 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2590/5000 took 55.87s | ETA 13:47:26 | ∑L 0.026701733 | Lₜᵣ 0.026342934 | Lᵣ 0.00035879939 | Dₛₜₛₚ (GMM) 1.072 | Dₕ 0.341 | PE(20) 1.1414933 | α 0.878 | cond(B) 12.276 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2595/5000 took 56.01s | ETA 13:44:00 | ∑L 0.027952995 | Lₜᵣ 0.027594157 | Lᵣ 0.00035883894 | Dₛₜₛₚ (GMM) 1.081 | Dₕ 0.341 | PE(20) 1.1279151 | α 0.878 | cond(B) 12.247 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2600/5000 took 57.87s | ETA 13:54:08 | ∑L 0.025000403 | Lₜᵣ 0.024641063 | Lᵣ 0.0003593402 | Dₛₜₛₚ (GMM) 1.17 | Dₕ 0.352 | PE(20) 1.1301559 | α 0.878 | cond(B) 12.399 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2605/5000 took 56.45s | ETA 13:38:14 | ∑L 0.025957778 | Lₜᵣ 0.025598388 | Lᵣ 0.00035939054 | Dₛₜₛₚ (GMM) 0.989 | Dₕ 0.331 | PE(20) 1.1403174 | α 0.878 | cond(B) 12.352 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2610/5000 took 56.2s | ETA 13:32:08 | ∑L 0.02574221 | Lₜᵣ 0.025382802 | Lᵣ 0.0003594088 | Dₛₜₛₚ (GMM) 1.216 | Dₕ 0.371 | PE(20) 1.1454973 | α 0.878 | cond(B) 12.292 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2615/5000 took 58.12s | ETA 13:42:46 | ∑L 0.025460716 | Lₜᵣ 0.025101066 | Lᵣ 0.00035965064 | Dₛₜₛₚ (GMM) 1.303 | Dₕ 0.352 | PE(20) 1.1363467 | α 0.878 | cond(B) 12.352 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2620/5000 took 57.99s | ETA 13:38:12 | ∑L 0.026575819 | Lₜᵣ 0.02621563 | Lᵣ 0.00036018854 | Dₛₜₛₚ (GMM) 1.168 | Dₕ 0.335 | PE(20) 1.1378111 | α 0.878 | cond(B) 12.516 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2625/5000 took 56.27s | ETA 13:20:40 | ∑L 0.024693672 | Lₜᵣ 0.024333823 | Lᵣ 0.00035984797 | Dₛₜₛₚ (GMM) 1.323 | Dₕ 0.365 | PE(20) 1.133179 | α 0.878 | cond(B) 12.306 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2630/5000 took 56.44s | ETA 13:17:58 | ∑L 0.025893444 | Lₜᵣ 0.025533259 | Lᵣ 0.000360185 | Dₛₜₛₚ (GMM) 1.209 | Dₕ 0.353 | PE(20) 1.1263224 | α 0.878 | cond(B) 12.405 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2635/5000 took 58.13s | ETA 13:27:12 | ∑L 0.025302585 | Lₜᵣ 0.024942383 | Lᵣ 0.00036020152 | Dₛₜₛₚ (GMM) 1.213 | Dₕ 0.357 | PE(20) 1.1385438 | α 0.878 | cond(B) 12.355 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2640/5000 took 56.5s | ETA 13:10:13 | ∑L 0.025678225 | Lₜᵣ 0.02531828 | Lᵣ 0.00035994462 | Dₛₜₛₚ (GMM) 1.041 | Dₕ 0.354 | PE(20) 1.1548615 | α 0.878 | cond(B) 12.179 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2645/5000 took 56.36s | ETA 13:04:52 | ∑L 0.027704505 | Lₜᵣ 0.027344001 | Lᵣ 0.0003605039 | Dₛₜₛₚ (GMM) 1.295 | Dₕ 0.363 | PE(20) 1.1253049 | α 0.879 | cond(B) 12.376 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2650/5000 took 57.95s | ETA 13:12:39 | ∑L 0.024798725 | Lₜᵣ 0.024437783 | Lᵣ 0.00036094163 | Dₛₜₛₚ (GMM) 1.239 | Dₕ 0.356 | PE(20) 1.1293097 | α 0.879 | cond(B) 12.507 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2655/5000 took 56.68s | ETA 12:58:49 | ∑L 0.025141163 | Lₜᵣ 0.024780467 | Lᵣ 0.00036069614 | Dₛₜₛₚ (GMM) 1.295 | Dₕ 0.356 | PE(20) 1.1376787 | α 0.879 | cond(B) 12.344 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2660/5000 took 56.43s | ETA 12:52:34 | ∑L 0.026665535 | Lₜᵣ 0.026304528 | Lᵣ 0.0003610071 | Dₛₜₛₚ (GMM) 1.146 | Dₕ 0.338 | PE(20) 1.1399176 | α 0.879 | cond(B) 12.419 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2665/5000 took 57.98s | ETA 12:59:58 | ∑L 0.025039459 | Lₜᵣ 0.024678444 | Lᵣ 0.0003610135 | Dₛₜₛₚ (GMM) 1.349 | Dₕ 0.355 | PE(20) 1.1396811 | α 0.879 | cond(B) 12.38 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2670/5000 took 56.82s | ETA 12:47:01 | ∑L 0.027472658 | Lₜᵣ 0.02711185 | Lᵣ 0.00036080784 | Dₛₜₛₚ (GMM) 0.975 | Dₕ 0.344 | PE(20) 1.139292 | α 0.879 | cond(B) 12.214 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2675/5000 took 56.46s | ETA 12:40:06 | ∑L 0.025472926 | Lₜᵣ 0.025111528 | Lᵣ 0.00036139786 | Dₛₜₛₚ (GMM) 1.108 | Dₕ 0.353 | PE(20) 1.1329548 | α 0.879 | cond(B) 12.424 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2680/5000 took 56.86s | ETA 12:38:46 | ∑L 0.02623987 | Lₜᵣ 0.02587814 | Lᵣ 0.00036172915 | Dₛₜₛₚ (GMM) 1.128 | Dₕ 0.33 | PE(20) 1.1379092 | α 0.879 | cond(B) 12.502 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2685/5000 took 58.04s | ETA 12:43:37 | ∑L 0.02585346 | Lₜᵣ 0.025491662 | Lᵣ 0.00036179804 | Dₛₜₛₚ (GMM) 1.288 | Dₕ 0.376 | PE(20) 1.1337539 | α 0.879 | cond(B) 12.468 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2690/5000 took 56.4s | ETA 12:26:41 | ∑L 0.025160303 | Lₜᵣ 0.02479864 | Lᵣ 0.00036166352 | Dₛₜₛₚ (GMM) 1.319 | Dₕ 0.348 | PE(20) 1.1433814 | α 0.879 | cond(B) 12.35 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2695/5000 took 56.61s | ETA 12:23:47 | ∑L 0.0256413 | Lₜᵣ 0.025279183 | Lᵣ 0.00036211667 | Dₛₜₛₚ (GMM) 1.051 | Dₕ 0.351 | PE(20) 1.1301246 | α 0.879 | cond(B) 12.498 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2700/5000 took 58.09s | ETA 12:30:24 | ∑L 0.026136551 | Lₜᵣ 0.025774773 | Lᵣ 0.00036177837 | Dₛₜₛₚ (GMM) 1.104 | Dₕ 0.352 | PE(20) 1.1289084 | α 0.879 | cond(B) 12.289 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2705/5000 took 56.66s | ETA 12:15:30 | ∑L 0.02737197 | Lₜᵣ 0.027009804 | Lᵣ 0.00036216484 | Dₛₜₛₚ (GMM) 1.004 | Dₕ 0.342 | PE(20) 1.1435242 | α 0.88 | cond(B) 12.41 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2710/5000 took 57.16s | ETA 12:15:20 | ∑L 0.026843596 | Lₜᵣ 0.026481245 | Lᵣ 0.00036235162 | Dₛₜₛₚ (GMM) 1.062 | Dₕ 0.342 | PE(20) 1.1452236 | α 0.88 | cond(B) 12.44 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2715/5000 took 58.64s | ETA 12:22:46 | ∑L 0.026330462 | Lₜᵣ 0.025968364 | Lᵣ 0.0003620982 | Dₛₜₛₚ (GMM) 1.267 | Dₕ 0.363 | PE(20) 1.135527 | α 0.88 | cond(B) 12.273 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2720/5000 took 56.92s | ETA 12:06:49 | ∑L 0.02546116 | Lₜᵣ 0.02509839 | Lᵣ 0.00036276845 | Dₛₜₛₚ (GMM) 1.183 | Dₕ 0.353 | PE(20) 1.1419213 | α 0.88 | cond(B) 12.503 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2725/5000 took 57.17s | ETA 12:05:23 | ∑L 0.026790595 | Lₜᵣ 0.02642781 | Lᵣ 0.0003627861 | Dₛₜₛₚ (GMM) 0.993 | Dₕ 0.349 | PE(20) 1.1357709 | α 0.88 | cond(B) 12.473 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2730/5000 took 58.74s | ETA 12:13:24 | ∑L 0.025511427 | Lₜᵣ 0.025148768 | Lᵣ 0.00036265873 | Dₛₜₛₚ (GMM) 1.024 | Dₕ 0.345 | PE(20) 1.1438757 | α 0.88 | cond(B) 12.358 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2735/5000 took 56.92s | ETA 11:56:34 | ∑L 0.02520204 | Lₜᵣ 0.024839185 | Lᵣ 0.00036285378 | Dₛₜₛₚ (GMM) 1.243 | Dₕ 0.342 | PE(20) 1.1387634 | α 0.88 | cond(B) 12.399 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2740/5000 took 56.89s | ETA 11:52:29 | ∑L 0.026147261 | Lₜᵣ 0.025784243 | Lᵣ 0.0003630183 | Dₛₜₛₚ (GMM) 1.187 | Dₕ 0.357 | PE(20) 1.1388994 | α 0.88 | cond(B) 12.404 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2745/5000 took 58.19s | ETA 11:57:55 | ∑L 0.024749724 | Lₜᵣ 0.024386296 | Lᵣ 0.00036342753 | Dₛₜₛₚ (GMM) 1.078 | Dₕ 0.353 | PE(20) 1.1285847 | α 0.88 | cond(B) 12.531 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2750/5000 took 56.87s | ETA 11:44:23 | ∑L 0.025079185 | Lₜᵣ 0.024716217 | Lᵣ 0.00036296828 | Dₛₜₛₚ (GMM) 1.229 | Dₕ 0.359 | PE(20) 1.152213 | α 0.88 | cond(B) 12.28 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2755/5000 took 57.94s | ETA 11:47:46 | ∑L 0.025746312 | Lₜᵣ 0.025382632 | Lᵣ 0.00036367917 | Dₛₜₛₚ (GMM) 1.253 | Dₕ 0.36 | PE(20) 1.1347861 | α 0.88 | cond(B) 12.54 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 2760/5000 took 57.31s | ETA 11:38:38 | ∑L 0.02752109 | Lₜᵣ 0.027157288 | Lᵣ 0.00036380248 | Dₛₜₛₚ (GMM) 1.08 | Dₕ 0.348 | PE(20) 1.1314547 | α 0.88 | cond(B) 12.525 
