nohup: ignoring input
1
      From worker 2:	Running on 1 Julia thread(s) [BLAS threads: 1]
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 650/5000 took 58.37s | ETA 22:46:07 | ∑L 0.025405725 | Lₜᵣ 0.025196135 | Lᵣ 0.00020959103 | Dₛₜₛₚ (GMM) 1.723 | Dₕ 0.414 | PE(20) 1.2051858 | α 0.789 | cond(B) 8.495 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 655/5000 took 58.82s | ETA 22:46:40 | ∑L 0.026210042 | Lₜᵣ 0.026000153 | Lᵣ 0.00020988785 | Dₛₜₛₚ (GMM) 1.715 | Dₕ 0.41 | PE(20) 1.2050816 | α 0.79 | cond(B) 8.352 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 660/5000 took 58.87s | ETA 22:44:01 | ∑L 0.02669538 | Lₜᵣ 0.026484974 | Lᵣ 0.00021040582 | Dₛₜₛₚ (GMM) 1.651 | Dₕ 0.394 | PE(20) 1.207918 | α 0.791 | cond(B) 8.346 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 665/5000 took 58.6s | ETA 22:35:38 | ∑L 0.02659645 | Lₜᵣ 0.026385136 | Lᵣ 0.00021131278 | Dₛₜₛₚ (GMM) 2.066 | Dₕ 0.41 | PE(20) 1.2277843 | α 0.791 | cond(B) 8.614 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 670/5000 took 58.87s | ETA 22:34:40 | ∑L 0.0278017 | Lₜᵣ 0.027589837 | Lᵣ 0.00021186357 | Dₛₜₛₚ (GMM) 1.59 | Dₕ 0.383 | PE(20) 1.1871954 | α 0.791 | cond(B) 8.69 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 675/5000 took 58.56s | ETA 22:26:59 | ∑L 0.02647811 | Lₜᵣ 0.02626606 | Lᵣ 0.00021204853 | Dₛₜₛₚ (GMM) 1.617 | Dₕ 0.391 | PE(20) 1.1905053 | α 0.792 | cond(B) 8.42 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 680/5000 took 58.47s | ETA 22:21:17 | ∑L 0.02794828 | Lₜᵣ 0.027735347 | Lᵣ 0.00021293414 | Dₛₜₛₚ (GMM) 1.718 | Dₕ 0.404 | PE(20) 1.2083442 | α 0.793 | cond(B) 8.674 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 685/5000 took 58.77s | ETA 22:20:24 | ∑L 0.026241744 | Lₜᵣ 0.026028406 | Lᵣ 0.0002133385 | Dₛₜₛₚ (GMM) 1.376 | Dₕ 0.401 | PE(20) 1.2378666 | α 0.794 | cond(B) 8.633 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 690/5000 took 58.99s | ETA 22:19:34 | ∑L 0.025127709 | Lₜᵣ 0.024913955 | Lᵣ 0.00021375378 | Dₛₜₛₚ (GMM) 1.326 | Dₕ 0.386 | PE(20) 1.190998 | α 0.794 | cond(B) 8.599 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 695/5000 took 58.83s | ETA 22:13:06 | ∑L 0.027381264 | Lₜᵣ 0.02716668 | Lᵣ 0.00021458458 | Dₛₜₛₚ (GMM) 1.439 | Dₕ 0.402 | PE(20) 1.2038203 | α 0.794 | cond(B) 8.901 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 700/5000 took 58.8s | ETA 22:07:17 | ∑L 0.027899431 | Lₜᵣ 0.027684787 | Lᵣ 0.00021464317 | Dₛₜₛₚ (GMM) 1.419 | Dₕ 0.394 | PE(20) 1.257229 | α 0.795 | cond(B) 8.623 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 705/5000 took 58.83s | ETA 22:03:42 | ∑L 0.026856322 | Lₜᵣ 0.026640913 | Lᵣ 0.00021540842 | Dₛₜₛₚ (GMM) 1.728 | Dₕ 0.404 | PE(20) 1.2091688 | α 0.796 | cond(B) 8.811 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 710/5000 took 58.64s | ETA 21:56:23 | ∑L 0.027588496 | Lₜᵣ 0.027372409 | Lᵣ 0.00021608802 | Dₛₜₛₚ (GMM) 1.703 | Dₕ 0.397 | PE(20) 1.2053299 | α 0.797 | cond(B) 8.944 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 715/5000 took 58.64s | ETA 21:50:08 | ∑L 0.02624994 | Lₜᵣ 0.026033748 | Lᵣ 0.00021619111 | Dₛₜₛₚ (GMM) 1.816 | Dₕ 0.401 | PE(20) 1.2432771 | α 0.797 | cond(B) 8.713 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 720/5000 took 59.0s | ETA 21:50:57 | ∑L 0.026396895 | Lₜᵣ 0.026180083 | Lᵣ 0.00021681208 | Dₛₜₛₚ (GMM) 1.772 | Dₕ 0.378 | PE(20) 1.2032974 | α 0.797 | cond(B) 8.791 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 725/5000 took 58.73s | ETA 21:42:27 | ∑L 0.028732086 | Lₜᵣ 0.028514957 | Lᵣ 0.00021712913 | Dₛₜₛₚ (GMM) 1.849 | Dₕ 0.382 | PE(20) 1.206531 | α 0.797 | cond(B) 8.736 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 730/5000 took 58.91s | ETA 21:39:19 | ∑L 0.026232956 | Lₜᵣ 0.02601559 | Lᵣ 0.00021736586 | Dₛₜₛₚ (GMM) 2.177 | Dₕ 0.419 | PE(20) 1.2531188 | α 0.798 | cond(B) 8.571 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 735/5000 took 58.8s | ETA 21:34:25 | ∑L 0.025994103 | Lₜᵣ 0.025776133 | Lᵣ 0.00021796953 | Dₛₜₛₚ (GMM) 1.398 | Dₕ 0.387 | PE(20) 1.2074006 | α 0.799 | cond(B) 8.701 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 740/5000 took 58.64s | ETA 21:27:38 | ∑L 0.024508987 | Lₜᵣ 0.024290245 | Lᵣ 0.00021874155 | Dₛₜₛₚ (GMM) 1.679 | Dₕ 0.376 | PE(20) 1.1977795 | α 0.799 | cond(B) 8.93 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 745/5000 took 58.63s | ETA 21:21:27 | ∑L 0.026477821 | Lₜᵣ 0.026258431 | Lᵣ 0.0002193899 | Dₛₜₛₚ (GMM) 1.988 | Dₕ 0.422 | PE(20) 1.2369946 | α 0.8 | cond(B) 9.019 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 750/5000 took 58.85s | ETA 21:20:26 | ∑L 0.026957849 | Lₜᵣ 0.026738375 | Lᵣ 0.00021947362 | Dₛₜₛₚ (GMM) 1.736 | Dₕ 0.415 | PE(20) 1.2353194 | α 0.801 | cond(B) 8.777 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 755/5000 took 58.84s | ETA 21:15:42 | ∑L 0.025554916 | Lₜᵣ 0.02533479 | Lᵣ 0.0002201263 | Dₛₜₛₚ (GMM) 1.557 | Dₕ 0.394 | PE(20) 1.2152762 | α 0.801 | cond(B) 8.874 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 760/5000 took 57.99s | ETA 20:58:36 | ∑L 0.024469044 | Lₜᵣ 0.024248563 | Lᵣ 0.00022048187 | Dₛₜₛₚ (GMM) 1.679 | Dₕ 0.401 | PE(20) 1.2274323 | α 0.802 | cond(B) 8.846 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 765/5000 took 59.08s | ETA 21:09:36 | ∑L 0.026083164 | Lₜᵣ 0.025861911 | Lᵣ 0.00022125333 | Dₛₜₛₚ (GMM) 1.841 | Dₕ 0.391 | PE(20) 1.2013193 | α 0.802 | cond(B) 9.115 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 770/5000 took 59.07s | ETA 21:05:26 | ∑L 0.026932301 | Lₜᵣ 0.026710726 | Lᵣ 0.00022157411 | Dₛₜₛₚ (GMM) 1.322 | Dₕ 0.395 | PE(20) 1.2039394 | α 0.802 | cond(B) 9.003 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 775/5000 took 58.56s | ETA 20:53:45 | ∑L 0.028082853 | Lₜᵣ 0.0278611 | Lᵣ 0.00022175304 | Dₛₜₛₚ (GMM) 1.584 | Dₕ 0.393 | PE(20) 1.1998215 | α 0.803 | cond(B) 8.831 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 780/5000 took 58.93s | ETA 20:53:51 | ∑L 0.025755573 | Lₜᵣ 0.025532369 | Lᵣ 0.00022320416 | Dₛₜₛₚ (GMM) 1.306 | Dₕ 0.376 | PE(20) 1.1893238 | α 0.804 | cond(B) 9.446 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 785/5000 took 58.72s | ETA 20:47:16 | ∑L 0.025852619 | Lₜᵣ 0.0256293 | Lᵣ 0.00022331871 | Dₛₜₛₚ (GMM) 1.994 | Dₕ 0.404 | PE(20) 1.2260185 | α 0.804 | cond(B) 9.308 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 790/5000 took 58.43s | ETA 20:38:06 | ∑L 0.025936808 | Lₜᵣ 0.025713537 | Lᵣ 0.00022327197 | Dₛₜₛₚ (GMM) 1.664 | Dₕ 0.412 | PE(20) 1.2518626 | α 0.804 | cond(B) 8.981 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 795/5000 took 59.0s | ETA 20:40:47 | ∑L 0.024455478 | Lₜᵣ 0.02423149 | Lᵣ 0.00022398875 | Dₛₜₛₚ (GMM) 1.551 | Dₕ 0.393 | PE(20) 1.2287918 | α 0.805 | cond(B) 9.184 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 800/5000 took 58.87s | ETA 20:35:12 | ∑L 0.027204145 | Lₜᵣ 0.026979264 | Lᵣ 0.00022488165 | Dₛₜₛₚ (GMM) 1.34 | Dₕ 0.39 | PE(20) 1.1845111 | α 0.805 | cond(B) 9.452 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 805/5000 took 58.87s | ETA 20:30:44 | ∑L 0.026213532 | Lₜᵣ 0.025988877 | Lᵣ 0.00022465522 | Dₛₜₛₚ (GMM) 1.799 | Dₕ 0.411 | PE(20) 1.2398909 | α 0.806 | cond(B) 9.056 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 810/5000 took 58.95s | ETA 20:26:24 | ∑L 0.027490934 | Lₜᵣ 0.027265945 | Lᵣ 0.00022498875 | Dₛₜₛₚ (GMM) 2.013 | Dₕ 0.4 | PE(20) 1.2358909 | α 0.806 | cond(B) 9.025 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 815/5000 took 58.95s | ETA 20:22:00 | ∑L 0.027240241 | Lₜᵣ 0.027014315 | Lᵣ 0.0002259259 | Dₛₜₛₚ (GMM) 1.341 | Dₕ 0.373 | PE(20) 1.186197 | α 0.807 | cond(B) 9.347 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 820/5000 took 58.81s | ETA 20:15:18 | ∑L 0.026905306 | Lₜᵣ 0.026679477 | Lᵣ 0.00022582826 | Dₛₜₛₚ (GMM) 1.45 | Dₕ 0.392 | PE(20) 1.2227892 | α 0.807 | cond(B) 9.019 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 825/5000 took 58.46s | ETA 20:05:15 | ∑L 0.02777868 | Lₜᵣ 0.027551774 | Lᵣ 0.00022690545 | Dₛₜₛₚ (GMM) 1.677 | Dₕ 0.388 | PE(20) 1.2103091 | α 0.808 | cond(B) 9.447 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 830/5000 took 59.05s | ETA 20:09:16 | ∑L 0.023965208 | Lₜᵣ 0.023738094 | Lᵣ 0.00022711394 | Dₛₜₛₚ (GMM) 1.269 | Dₕ 0.399 | PE(20) 1.218845 | α 0.808 | cond(B) 9.33 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 835/5000 took 58.86s | ETA 20:02:08 | ∑L 0.028480742 | Lₜᵣ 0.028253384 | Lᵣ 0.00022735793 | Dₛₜₛₚ (GMM) 1.621 | Dₕ 0.393 | PE(20) 1.2414346 | α 0.809 | cond(B) 9.22 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 840/5000 took 58.26s | ETA 19:49:17 | ∑L 0.025195329 | Lₜᵣ 0.024967134 | Lᵣ 0.00022819392 | Dₛₜₛₚ (GMM) 1.476 | Dₕ 0.35 | PE(20) 1.1871464 | α 0.809 | cond(B) 9.502 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 845/5000 took 59.05s | ETA 19:55:19 | ∑L 0.025762187 | Lₜᵣ 0.025533697 | Lᵣ 0.00022849151 | Dₛₜₛₚ (GMM) 1.186 | Dₕ 0.394 | PE(20) 1.2273846 | α 0.809 | cond(B) 9.428 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 850/5000 took 58.79s | ETA 19:47:19 | ∑L 0.028328614 | Lₜᵣ 0.028099388 | Lᵣ 0.00022922672 | Dₛₜₛₚ (GMM) 1.907 | Dₕ 0.387 | PE(20) 1.1757402 | α 0.81 | cond(B) 9.611 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 855/5000 took 58.88s | ETA 19:43:52 | ∑L 0.027209127 | Lₜᵣ 0.026980009 | Lᵣ 0.00022911816 | Dₛₜₛₚ (GMM) 1.877 | Dₕ 0.413 | PE(20) 1.2436411 | α 0.811 | cond(B) 9.288 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 860/5000 took 58.87s | ETA 19:38:25 | ∑L 0.026661616 | Lₜᵣ 0.026431622 | Lᵣ 0.00022999404 | Dₛₜₛₚ (GMM) 1.431 | Dₕ 0.376 | PE(20) 1.1856036 | α 0.811 | cond(B) 9.577 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 865/5000 took 58.97s | ETA 19:35:55 | ∑L 0.025322128 | Lₜᵣ 0.025092088 | Lᵣ 0.00023004081 | Dₛₜₛₚ (GMM) 1.361 | Dₕ 0.354 | PE(20) 1.2049044 | α 0.811 | cond(B) 9.382 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 870/5000 took 58.54s | ETA 19:25:25 | ∑L 0.028207159 | Lₜᵣ 0.027976025 | Lᵣ 0.00023113405 | Dₛₜₛₚ (GMM) 1.475 | Dₕ 0.387 | PE(20) 1.1772555 | α 0.812 | cond(B) 9.795 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 875/5000 took 58.93s | ETA 19:25:03 | ∑L 0.026836064 | Lₜᵣ 0.026605725 | Lᵣ 0.00023033794 | Dₛₜₛₚ (GMM) 2.432 | Dₕ 0.4 | PE(20) 1.2096499 | α 0.812 | cond(B) 9.075 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 880/5000 took 59.26s | ETA 19:26:16 | ∑L 0.026754038 | Lₜᵣ 0.02652245 | Lᵣ 0.0002315891 | Dₛₜₛₚ (GMM) 1.342 | Dₕ 0.4 | PE(20) 1.2147535 | α 0.813 | cond(B) 9.573 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 885/5000 took 59.47s | ETA 19:25:38 | ∑L 0.025633475 | Lₜᵣ 0.025401734 | Lᵣ 0.00023174126 | Dₛₜₛₚ (GMM) 1.7 | Dₕ 0.396 | PE(20) 1.203699 | α 0.813 | cond(B) 9.425 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 890/5000 took 58.86s | ETA 19:14:32 | ∑L 0.02759505 | Lₜᵣ 0.027362041 | Lᵣ 0.0002330102 | Dₛₜₛₚ (GMM) 1.659 | Dₕ 0.411 | PE(20) 1.1880652 | α 0.813 | cond(B) 9.914 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 895/5000 took 59.85s | ETA 19:26:41 | ∑L 0.026841791 | Lₜᵣ 0.026609609 | Lᵣ 0.00023218196 | Dₛₜₛₚ (GMM) 1.566 | Dₕ 0.389 | PE(20) 1.1859815 | α 0.814 | cond(B) 9.211 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 900/5000 took 59.94s | ETA 19:26:07 | ∑L 0.027365262 | Lₜᵣ 0.027131777 | Lᵣ 0.00023348443 | Dₛₜₛₚ (GMM) 1.553 | Dₕ 0.395 | PE(20) 1.2295845 | α 0.814 | cond(B) 9.725 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 905/5000 took 59.9s | ETA 19:24:19 | ∑L 0.025589017 | Lₜᵣ 0.025355386 | Lᵣ 0.00023363225 | Dₛₜₛₚ (GMM) 1.701 | Dₕ 0.4 | PE(20) 1.2137606 | α 0.815 | cond(B) 9.609 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 910/5000 took 59.77s | ETA 19:20:44 | ∑L 0.026043136 | Lₜᵣ 0.025809169 | Lᵣ 0.0002339675 | Dₛₜₛₚ (GMM) 1.568 | Dₕ 0.403 | PE(20) 1.2240177 | α 0.816 | cond(B) 9.562 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 915/5000 took 59.93s | ETA 19:21:14 | ∑L 0.02778681 | Lₜᵣ 0.027552215 | Lᵣ 0.00023459444 | Dₛₜₛₚ (GMM) 1.633 | Dₕ 0.364 | PE(20) 1.1778531 | α 0.816 | cond(B) 9.677 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 920/5000 took 59.7s | ETA 19:16:25 | ∑L 0.028059164 | Lₜᵣ 0.027824178 | Lᵣ 0.00023498629 | Dₛₜₛₚ (GMM) 1.479 | Dₕ 0.4 | PE(20) 1.2121737 | α 0.816 | cond(B) 9.704 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 925/5000 took 59.87s | ETA 19:16:10 | ∑L 0.02739296 | Lₜᵣ 0.027158089 | Lᵣ 0.00023487014 | Dₛₜₛₚ (GMM) 1.476 | Dₕ 0.399 | PE(20) 1.2111024 | α 0.816 | cond(B) 9.451 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 930/5000 took 59.63s | ETA 19:10:28 | ∑L 0.027912537 | Lₜᵣ 0.027676597 | Lᵣ 0.00023593931 | Dₛₜₛₚ (GMM) 1.677 | Dₕ 0.408 | PE(20) 1.222727 | α 0.817 | cond(B) 9.829 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 935/5000 took 59.99s | ETA 19:13:41 | ∑L 0.02629297 | Lₜᵣ 0.02605684 | Lᵣ 0.00023613182 | Dₛₜₛₚ (GMM) 1.37 | Dₕ 0.367 | PE(20) 1.163358 | α 0.817 | cond(B) 9.712 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 940/5000 took 60.01s | ETA 19:11:26 | ∑L 0.025693193 | Lₜᵣ 0.025457252 | Lᵣ 0.00023594209 | Dₛₜₛₚ (GMM) 1.498 | Dₕ 0.371 | PE(20) 1.1905423 | α 0.818 | cond(B) 9.408 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 945/5000 took 60.03s | ETA 19:08:46 | ∑L 0.027024454 | Lₜᵣ 0.02678751 | Lᵣ 0.00023694256 | Dₛₜₛₚ (GMM) 1.356 | Dₕ 0.353 | PE(20) 1.185943 | α 0.818 | cond(B) 9.748 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 950/5000 took 59.99s | ETA 19:05:45 | ∑L 0.026845952 | Lₜᵣ 0.026608072 | Lᵣ 0.00023788014 | Dₛₜₛₚ (GMM) 1.331 | Dₕ 0.378 | PE(20) 1.180319 | α 0.818 | cond(B) 10.047 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 955/5000 took 59.0s | ETA 18:49:34 | ∑L 0.025338156 | Lₜᵣ 0.025100976 | Lᵣ 0.00023717961 | Dₛₜₛₚ (GMM) 1.571 | Dₕ 0.369 | PE(20) 1.1903983 | α 0.819 | cond(B) 9.404 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 960/5000 took 60.07s | ETA 19:00:22 | ∑L 0.024937367 | Lₜᵣ 0.024699595 | Lᵣ 0.00023777272 | Dₛₜₛₚ (GMM) 1.611 | Dₕ 0.401 | PE(20) 1.1935601 | α 0.819 | cond(B) 9.517 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 965/5000 took 60.17s | ETA 18:58:53 | ∑L 0.026694298 | Lₜᵣ 0.026455227 | Lᵣ 0.00023907088 | Dₛₜₛₚ (GMM) 1.512 | Dₕ 0.405 | PE(20) 1.2119653 | α 0.82 | cond(B) 10.031 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 970/5000 took 60.5s | ETA 18:59:36 | ∑L 0.027115429 | Lₜᵣ 0.026876338 | Lᵣ 0.00023909009 | Dₛₜₛₚ (GMM) 1.506 | Dₕ 0.387 | PE(20) 1.1954055 | α 0.82 | cond(B) 9.82 
